epoch,cost
0,1.50455502344226
1,1.40121354695797
2,1.34546033768435
3,1.28360709459519
4,1.20384265884774
5,1.08017098000682
6,0.924219400043419
7,0.779924580527065
8,0.646203143259652
9,0.523020001833193
10,0.413157750118476
11,0.319010577078143
12,0.249117815336482
13,0.23574918635436
14,0.21117344477215
15,0.192349875864511
16,0.196704746177437
17,0.163639790803049
18,0.168390203988315
19,0.170546185377144
