epoch,cost
1,1074.2433521911566
2,431.0081662590564
3,149.27051097636203
4,44.618658624883466
5,12.299935429851509
6,3.9099611306898368
7,1.9147243056024914
8,1.3370721499102731
9,1.0732848218893156
10,0.8946749799370705
11,0.7645303560396336
12,0.6738442779819306
13,0.6264589804314614
14,0.6043439755949103
15,0.567543724999083
16,0.5349332858289996
17,0.5119419421010888
18,0.4938354462676365
19,0.47607328279916
20,0.45713338690149397
