epoch,cost
1,0.9160422907651525
2,0.8379609609839593
3,0.8075507323137586
4,0.7791128133930051
5,0.751771804831478
6,0.7251307279633114
7,0.6988766621161292
8,0.6727651773718524
9,0.6466912498983937
10,0.6206258890134682
11,0.5945177284293005
12,0.5679781411440924
13,0.5405767218359241
14,0.5107170863707723
15,0.47572340891297
16,0.4320525395936298
17,0.38325262460570647
18,0.3383346592061764
19,0.29850145189139776
20,0.2628848705859343
