epoch,cost
1,0.02396877054951037
2,0.023838101916486925
3,0.02372249744850724
4,0.023416919628846258
5,0.02323938052445421
6,0.023076160956833437
7,0.022910423660829352
8,0.02277980793907273
9,0.022675251606774766
10,0.02259596267225812
11,0.02253040426618281
12,0.02247482863153704
13,0.022427427864884393
14,0.022386589021747737
15,0.022351363740829217
16,0.022318876876045304
17,0.022290508818771797
18,0.022263735733654696
19,0.022240069135358524
20,0.022218011060119915
