epoch,cost
1,0.7047050756646648
2,0.6689368166828956
3,0.639945705726012
4,0.6136415740814861
5,0.5898947801477417
6,0.568362200624438
7,0.5480192779786875
8,0.526092408225557
9,0.49412297850176484
10,0.4579224300576374
11,0.41978029178905896
12,0.37950765617631393
13,0.33860128349076896
14,0.29870645116851957
15,0.2609966336512688
16,0.22653117843868964
17,0.19595048649831454
18,0.16991224390405663
19,0.14850752092023475
20,0.1312226969873319
