epoch,cost
1,0.006986070737823646
2,0.006929105152191773
3,0.006786271381839739
4,0.006677787282753529
5,0.006621482109610406
6,0.006587446608221101
7,0.006560968867017355
8,0.006540869404220489
9,0.006525447213547814
10,0.006513227087452008
11,0.006503248223056058
12,0.0064946690137285094
13,0.006487302837979125
14,0.006480788156744825
15,0.006474884660857914
16,0.006469394006273705
17,0.006464460647903189
18,0.006459713110017711
19,0.0064552352710758746
20,0.006450801803486546
