epoch,cost
1,0.7030764457896347
2,0.6688657124663897
3,0.6398093705137047
4,0.6132108249906418
5,0.5892519958108835
6,0.567573687514861
7,0.5472707118814382
8,0.5262350935842928
9,0.4965549647293347
10,0.4604694318819583
11,0.42274070011851383
12,0.3830249117858227
13,0.3424311713319412
14,0.3023684592584439
15,0.2642626812902587
16,0.22909715010957712
17,0.19755183624003345
18,0.17023970715644768
19,0.1475709680094341
20,0.12968300161392066
